Series Name,Country Name,Country Code,Year,Value
"Literacy rate, adult female (% of females ages 15 and above)",Middle East & North Africa,MEA,2006,66.0652084350586
"Literacy rate, adult female (% of females ages 15 and above)",Middle East & North Africa (excluding high income),MNA,2006,64.0624084472656
"Literacy rate, adult female (% of females ages 15 and above)",Middle East & North Africa (IDA & IBRD),TMN,2006,63.8168601989746
"Literacy rate, adult female (% of females ages 15 and above)",Middle income,MIC,2006,75.767707824707
"Literacy rate, adult female (% of females ages 15 and above)",North America,NAC,2006,98.5366668701172
"Literacy rate, adult female (% of females ages 15 and above)",Other small states,OSS,2006,78.4435272216797
"Literacy rate, adult female (% of females ages 15 and above)",Pre-demographic dividend,PRE,2006,50.0219306945801
"Literacy rate, adult female (% of females ages 15 and above)",Small states,SST,2006,81.8608169555664
"Literacy rate, adult female (% of females ages 15 and above)",South Asia,SAS,2006,48.7504081726074
"Literacy rate, adult female (% of females ages 15 and above)",South Asia (IDA & IBRD),TSA,2006,48.7504081726074
"Literacy rate, adult female (% of females ages 15 and above)",Sub-Saharan Africa,SSF,2006,52.1603584289551
"Literacy rate, adult female (% of females ages 15 and above)",Sub-Saharan Africa (excluding high income),SSA,2006,52.1544494628906
"Literacy rate, adult female (% of females ages 15 and above)",Sub-Saharan Africa (IDA & IBRD),TSS,2006,52.1603584289551
"Literacy rate, adult female (% of females ages 15 and above)",Upper middle income,UMC,2006,90.009147644043
"Literacy rate, adult female (% of females ages 15 and above)",World,WLD,2006,77.7976913452148
"Literacy rate, youth female (% of females ages 15-24)",Africa Eastern and Southern,AFE,2006,66.0631790161133
"Literacy rate, youth female (% of females ages 15-24)",Africa Western and Central,AFW,2006,61.346019744873
"Literacy rate, youth female (% of females ages 15-24)",Arab World,ARB,2006,78.9980926513672
"Literacy rate, youth female (% of females ages 15-24)",Caribbean small states,CSS,2006,96.8918533325195
"Literacy rate, youth female (% of females ages 15-24)",Early-demographic dividend,EAR,2006,79.7768325805664
"Literacy rate, youth female (% of females ages 15-24)",East Asia & Pacific,EAS,2006,97.8077011108398
"Literacy rate, youth female (% of females ages 15-24)",East Asia & Pacific (excluding high income),EAP,2006,97.9605712890625
"Literacy rate, youth female (% of females ages 15-24)",East Asia & Pacific (IDA & IBRD),TEA,2006,97.9380798339844
"Literacy rate, youth female (% of females ages 15-24)",Europe & Central Asia,ECS,2006,98.9961395263672
"Literacy rate, youth female (% of females ages 15-24)",Europe & Central Asia (excluding high income),ECA,2006,98.652099609375
"Literacy rate, youth female (% of females ages 15-24)",Europe & Central Asia (IDA & IBRD),TEC,2006,98.7143630981445
"Literacy rate, youth female (% of females ages 15-24)",Fragile and conflict affected situations,FCS,2006,65.1890106201172
"Literacy rate, youth female (% of females ages 15-24)",Heavily indebted poor countries (HIPC),HPC,2006,55.6036911010742
"Literacy rate, youth female (% of females ages 15-24)",IBRD only,IBD,2006,90.4765167236328
"Literacy rate, youth female (% of females ages 15-24)",IDA & IBRD total,IBT,2006,84.1435012817383
"Literacy rate, youth female (% of females ages 15-24)",IDA blend,IDB,2006,70.7999877929688
"Literacy rate, youth female (% of females ages 15-24)",IDA only,IDX,2006,62.1038208007812
"Literacy rate, youth female (% of females ages 15-24)",IDA total,IDA,2006,65.0102386474609
"Literacy rate, youth female (% of females ages 15-24)",Late-demographic dividend,LTE,2006,98.2529678344727
"Literacy rate, youth female (% of females ages 15-24)",Latin America & Caribbean,LCN,2006,97.0085983276367
"Literacy rate, youth female (% of females ages 15-24)",Latin America & Caribbean (excluding high income),LAC,2006,96.8318023681641
"Literacy rate, youth female (% of females ages 15-24)",Latin America & Caribbean (IDA & IBRD),TLA,2006,96.9553909301758
"Literacy rate, youth female (% of females ages 15-24)",Least developed countries: UN classification,LDC,2006,58.9770317077637
"Literacy rate, youth female (% of females ages 15-24)",Low & middle income,LMY,2006,83.9589691162109
"Literacy rate, youth female (% of females ages 15-24)",Low income,LIC,2006,53.1666488647461
"Literacy rate, youth female (% of females ages 15-24)",Lower middle income,LMC,2006,76.6930694580078
"Literacy rate, youth female (% of females ages 15-24)",Middle East & North Africa,MEA,2006,86.0626525878906
"Literacy rate, youth female (% of females ages 15-24)",Middle East & North Africa (excluding high income),MNA,2006,84.975471496582
"Literacy rate, youth female (% of females ages 15-24)",Middle East & North Africa (IDA & IBRD),TMN,2006,84.8169784545898
"Literacy rate, youth female (% of females ages 15-24)",Middle income,MIC,2006,86.8755187988281
"Literacy rate, youth female (% of females ages 15-24)",North America,NAC,2006,99.5450134277344
"Literacy rate, youth female (% of females ages 15-24)",OECD members,OED,2006,98.2948608398438
"Literacy rate, youth female (% of females ages 15-24)",Other small states,OSS,2006,88.0648803710938
"Literacy rate, youth female (% of females ages 15-24)",Pre-demographic dividend,PRE,2006,61.8683280944824
"Literacy rate, youth female (% of females ages 15-24)",Small states,SST,2006,90.2635269165039
"Literacy rate, youth female (% of females ages 15-24)",South Asia,SAS,2006,70.9132385253906
"Literacy rate, youth female (% of females ages 15-24)",South Asia (IDA & IBRD),TSA,2006,70.9132385253906
"Literacy rate, youth female (% of females ages 15-24)",Sub-Saharan Africa,SSF,2006,64.2120208740234
"Literacy rate, youth female (% of females ages 15-24)",Sub-Saharan Africa (excluding high income),SSA,2006,64.2088928222656
"Literacy rate, youth female (% of females ages 15-24)",Sub-Saharan Africa (IDA & IBRD),TSS,2006,64.2120208740234
"Literacy rate, youth female (% of females ages 15-24)",Upper middle income,UMC,2006,98.0934371948242
"Literacy rate, youth female (% of females ages 15-24)",World,WLD,2006,85.8462905883789
"Literacy rate, youth total (% of people ages 15-24)",Africa Eastern and Southern,AFE,2006,71.0184936523438
"Literacy rate, youth total (% of people ages 15-24)",Africa Western and Central,AFW,2006,67.4128112792969
"Literacy rate, youth total (% of people ages 15-24)",Arab World,ARB,2006,83.4672622680664
"Literacy rate, youth total (% of people ages 15-24)",Caribbean small states,CSS,2006,95.2727279663086
"Literacy rate, youth total (% of people ages 15-24)",Early-demographic dividend,EAR,2006,83.677001953125
"Literacy rate, youth total (% of people ages 15-24)",East Asia & Pacific,EAS,2006,98.0028533935547
"Literacy rate, youth total (% of people ages 15-24)",East Asia & Pacific (excluding high income),EAP,2006,98.1393585205078
"Literacy rate, youth total (% of people ages 15-24)",East Asia & Pacific (IDA & IBRD),TEA,2006,98.1190567016602
"Literacy rate, youth total (% of people ages 15-24)",Europe & Central Asia,ECS,2006,99.1722869873047
"Literacy rate, youth total (% of people ages 15-24)",Europe & Central Asia (excluding high income),ECA,2006,99.0083694458008
"Literacy rate, youth total (% of people ages 15-24)",Europe & Central Asia (IDA & IBRD),TEC,2006,99.0214385986328
"Literacy rate, youth total (% of people ages 15-24)",Fragile and conflict affected situations,FCS,2006,71.3845596313477
"Literacy rate, youth total (% of people ages 15-24)",Heavily indebted poor countries (HIPC),HPC,2006,62.5210189819336
"Literacy rate, youth total (% of people ages 15-24)",IBRD only,IBD,2006,92.6192626953125
"Literacy rate, youth total (% of people ages 15-24)",IDA & IBRD total,IBT,2006,87.0602111816406
"Literacy rate, youth total (% of people ages 15-24)",IDA blend,IDB,2006,76.8740005493164
"Literacy rate, youth total (% of people ages 15-24)",IDA only,IDX,2006,66.3534088134766
"Literacy rate, youth total (% of people ages 15-24)",IDA total,IDA,2006,69.8959121704102
"Literacy rate, youth total (% of people ages 15-24)",Late-demographic dividend,LTE,2006,98.4467926025391
"Literacy rate, youth total (% of people ages 15-24)",Latin America & Caribbean,LCN,2006,96.7864227294922
"Literacy rate, youth total (% of people ages 15-24)",Latin America & Caribbean (excluding high income),LAC,2006,96.6221084594727
"Literacy rate, youth total (% of people ages 15-24)",Latin America & Caribbean (IDA & IBRD),TLA,2006,96.7328567504883
"Literacy rate, youth total (% of people ages 15-24)",Least developed countries: UN classification,LDC,2006,63.6983489990234
"Literacy rate, youth total (% of people ages 15-24)",Low & middle income,LMY,2006,86.9178924560547
"Literacy rate, youth total (% of people ages 15-24)",Low income,LIC,2006,61.4287490844727
"Literacy rate, youth total (% of people ages 15-24)",Lower middle income,LMC,2006,81.1274871826172
"Literacy rate, youth total (% of people ages 15-24)",Middle East & North Africa,MEA,2006,89.4174880981445
"Literacy rate, youth total (% of people ages 15-24)",Middle East & North Africa (excluding high income),MNA,2006,88.5535430908203
"Literacy rate, youth total (% of people ages 15-24)",Middle East & North Africa (IDA & IBRD),TMN,2006,88.436882019043
"Literacy rate, youth total (% of people ages 15-24)",Middle income,MIC,2006,89.2904815673828
"Literacy rate, youth total (% of people ages 15-24)",North America,NAC,2006,99.5873794555664
"Literacy rate, youth total (% of people ages 15-24)",OECD members,OED,2006,98.5165786743164
"Literacy rate, youth total (% of people ages 15-24)",Other small states,OSS,2006,88.5946197509766
"Literacy rate, youth total (% of people ages 15-24)",Pre-demographic dividend,PRE,2006,67.952522277832
"Literacy rate, youth total (% of people ages 15-24)",Small states,SST,2006,90.2840805053711
"Literacy rate, youth total (% of people ages 15-24)",South Asia,SAS,2006,77.0620269775391
"Literacy rate, youth total (% of people ages 15-24)",South Asia (IDA & IBRD),TSA,2006,77.0620269775391
"Literacy rate, youth total (% of people ages 15-24)",Sub-Saharan Africa,SSF,2006,69.5927581787109
"Literacy rate, youth total (% of people ages 15-24)",Sub-Saharan Africa (excluding high income),SSA,2006,69.589973449707
"Literacy rate, youth total (% of people ages 15-24)",Sub-Saharan Africa (IDA & IBRD),TSS,2006,69.5927581787109
"Literacy rate, youth total (% of people ages 15-24)",Upper middle income,UMC,2006,98.2584915161133
"Literacy rate, youth total (% of people ages 15-24)",World,WLD,2006,88.4365997314453
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Africa Eastern and Southern,AFE,2006,0.868990004062653
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Africa Western and Central,AFW,2006,0.832780003547668
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Arab World,ARB,2006,0.90064001083374
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Caribbean small states,CSS,2006,1.03296005725861
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Early-demographic dividend,EAR,2006,0.908500015735626
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",East Asia & Pacific,EAS,2006,0.996129989624023
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",East Asia & Pacific (excluding high income),EAP,2006,0.996460020542145
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",East Asia & Pacific (IDA & IBRD),TEA,2006,0.9964200258255
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Europe & Central Asia,ECS,2006,0.996309995651245
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Europe & Central Asia (excluding high income),ECA,2006,0.992479979991913
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Europe & Central Asia (IDA & IBRD),TEC,2006,0.993570029735565
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Fragile and conflict affected situations,FCS,2006,0.840520024299622
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Heavily indebted poor countries (HIPC),HPC,2006,0.800080001354218
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IBRD only,IBD,2006,0.952950000762939
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA & IBRD total,IBT,2006,0.934080004692078
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA blend,IDB,2006,0.855369985103607
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA only,IDX,2006,0.879199981689453
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA total,IDA,2006,0.869679987430573
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Late-demographic dividend,LTE,2006,0.996219992637634
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Latin America & Caribbean,LCN,2006,1.00464999675751
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Latin America & Caribbean (excluding high income),LAC,2006,1.00442004203796
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Latin America & Caribbean (IDA & IBRD),TLA,2006,1.00466001033783
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Least developed countries: UN classification,LDC,2006,0.861469984054565
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Low & middle income,LMY,2006,0.933059990406036
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Low income,LIC,2006,0.76349002122879
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Lower middle income,LMC,2006,0.89341002702713
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle East & North Africa,MEA,2006,0.929059982299805
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle East & North Africa (excluding high income),MNA,2006,0.92330002784729
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle East & North Africa (IDA & IBRD),TMN,2006,0.922349989414215
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle income,MIC,2006,0.945900022983551
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",North America,NAC,2006,0.999149978160858
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",OECD members,OED,2006,0.995440006256104
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Other small states,OSS,2006,0.988390028476715
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Pre-demographic dividend,PRE,2006,0.834240019321442
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Small states,SST,2006,0.999499976634979
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",South Asia,SAS,2006,0.848770022392273
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",South Asia (IDA & IBRD),TSA,2006,0.848770022392273
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Sub-Saharan Africa,SSF,2006,0.85521000623703
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Sub-Saharan Africa (excluding high income),SSA,2006,0.855199992656708
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Sub-Saharan Africa (IDA & IBRD),TSS,2006,0.85521000623703
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Upper middle income,UMC,2006,0.996689975261688
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",World,WLD,2006,0.94216001033783
"Literacy rate, youth male (% of males ages 15-24)",Africa Eastern and Southern,AFE,2006,76.0232772827148
"Literacy rate, youth male (% of males ages 15-24)",Africa Western and Central,AFW,2006,73.6639175415039
"Literacy rate, youth male (% of males ages 15-24)",Arab World,ARB,2006,87.7131271362305
"Literacy rate, youth male (% of males ages 15-24)",Caribbean small states,CSS,2006,93.6980133056641
"Literacy rate, youth male (% of males ages 15-24)",Early-demographic dividend,EAR,2006,87.8119430541992
"Literacy rate, youth male (% of males ages 15-24)",East Asia & Pacific,EAS,2006,98.1881103515625
"Literacy rate, youth male (% of males ages 15-24)",East Asia & Pacific (excluding high income),EAP,2006,98.3085784912109
"Literacy rate, youth male (% of males ages 15-24)",East Asia & Pacific (IDA & IBRD),TEA,2006,98.2903137207031
"Literacy rate, youth male (% of males ages 15-24)",Europe & Central Asia,ECS,2006,99.3631973266602
"Literacy rate, youth male (% of males ages 15-24)",Europe & Central Asia (excluding high income),ECA,2006,99.3990936279297
"Literacy rate, youth male (% of males ages 15-24)",Europe & Central Asia (IDA & IBRD),TEC,2006,99.3536987304688
"Literacy rate, youth male (% of males ages 15-24)",Fragile and conflict affected situations,FCS,2006,77.5578765869141
"Literacy rate, youth male (% of males ages 15-24)",Heavily indebted poor countries (HIPC),HPC,2006,69.4977035522461
"Literacy rate, youth male (% of males ages 15-24)",IBRD only,IBD,2006,94.9431762695312
"Literacy rate, youth male (% of males ages 15-24)",IDA & IBRD total,IBT,2006,90.0815124511719
"Literacy rate, youth male (% of males ages 15-24)",IDA blend,IDB,2006,82.7711486816406
"Literacy rate, youth male (% of males ages 15-24)",IDA only,IDX,2006,70.6363906860352
"Literacy rate, youth male (% of males ages 15-24)",IDA total,IDA,2006,74.7523193359375
"Literacy rate, youth male (% of males ages 15-24)",Late-demographic dividend,LTE,2006,98.6256866455078
"Literacy rate, youth male (% of males ages 15-24)",Latin America & Caribbean,LCN,2006,96.5576171875
"Literacy rate, youth male (% of males ages 15-24)",Latin America & Caribbean (excluding high income),LAC,2006,96.404182434082
"Literacy rate, youth male (% of males ages 15-24)",Latin America & Caribbean (IDA & IBRD),TLA,2006,96.5033416748047
"Literacy rate, youth male (% of males ages 15-24)",Least developed countries: UN classification,LDC,2006,68.4613037109375
"Literacy rate, youth male (% of males ages 15-24)",Low & middle income,LMY,2006,89.9820404052734
"Literacy rate, youth male (% of males ages 15-24)",Low income,LIC,2006,69.6361618041992
"Literacy rate, youth male (% of males ages 15-24)",Lower middle income,LMC,2006,85.8431930541992
"Literacy rate, youth male (% of males ages 15-24)",Middle East & North Africa,MEA,2006,92.6344223022461
"Literacy rate, youth male (% of males ages 15-24)",Middle East & North Africa (excluding high income),MNA,2006,92.0346984863281
"Literacy rate, youth male (% of males ages 15-24)",Middle East & North Africa (IDA & IBRD),TMN,2006,91.9579315185547
"Literacy rate, youth male (% of males ages 15-24)",Middle income,MIC,2006,91.8442687988281
"Literacy rate, youth male (% of males ages 15-24)",North America,NAC,2006,99.6299591064453
"Literacy rate, youth male (% of males ages 15-24)",OECD members,OED,2006,98.7447204589844
"Literacy rate, youth male (% of males ages 15-24)",Other small states,OSS,2006,89.0993576049805
"Literacy rate, youth male (% of males ages 15-24)",Pre-demographic dividend,PRE,2006,74.1613998413086
"Literacy rate, youth male (% of males ages 15-24)",Small states,SST,2006,90.3083419799805
"Literacy rate, youth male (% of males ages 15-24)",South Asia,SAS,2006,83.5479507446289
"Literacy rate, youth male (% of males ages 15-24)",South Asia (IDA & IBRD),TSA,2006,83.5479507446289
"Literacy rate, youth male (% of males ages 15-24)",Sub-Saharan Africa,SSF,2006,75.0833511352539
"Literacy rate, youth male (% of males ages 15-24)",Sub-Saharan Africa (excluding high income),SSA,2006,75.0809707641602
"Literacy rate, youth male (% of males ages 15-24)",Sub-Saharan Africa (IDA & IBRD),TSS,2006,75.0833511352539
"Literacy rate, youth male (% of males ages 15-24)",Upper middle income,UMC,2006,98.4196929931641
"Literacy rate, youth male (% of males ages 15-24)",World,WLD,2006,91.1168212890625
"Youth illiterate population, 15-24 years, female (number)",Arab World,ARB,2006,7013402.0
"Youth illiterate population, 15-24 years, female (number)",Caribbean small states,CSS,2006,19843.0
"Youth illiterate population, 15-24 years, female (number)",Central Europe and the Baltics,CEB,2006,67684.0
"Youth illiterate population, 15-24 years, female (number)",Early-demographic dividend,EAR,2006,51823344.0
"Youth illiterate population, 15-24 years, female (number)",East Asia & Pacific,EAS,2006,3890128.0
"Youth illiterate population, 15-24 years, female (number)",East Asia & Pacific (excluding high income),EAP,2006,3371635.0
"Youth illiterate population, 15-24 years, female (number)",East Asia & Pacific (IDA & IBRD),TEA,2006,3371708.0
"Youth illiterate population, 15-24 years, female (number)",Europe & Central Asia,ECS,2006,632923.0
"Youth illiterate population, 15-24 years, female (number)",Europe & Central Asia (excluding high income),ECA,2006,436324.0
"Youth illiterate population, 15-24 years, female (number)",Europe & Central Asia (IDA & IBRD),TEC,2006,479829.0
"Youth illiterate population, 15-24 years, female (number)",Fragile and conflict affected situations,FCS,2006,18368214.0
"Youth illiterate population, 15-24 years, female (number)",Heavily indebted poor countries (HIPC),HPC,2006,25022123.0
"Youth illiterate population, 15-24 years, female (number)",IBRD only,IBD,2006,36490737.0
"Youth illiterate population, 15-24 years, female (number)",IDA & IBRD total,IBT,2006,79923502.0
"Youth illiterate population, 15-24 years, female (number)",IDA blend,IDB,2006,11929194.0
"Youth illiterate population, 15-24 years, female (number)",IDA only,IDX,2006,31503572.0
"Youth illiterate population, 15-24 years, female (number)",IDA total,IDA,2006,43442823.0
"Youth illiterate population, 15-24 years, female (number)",Late-demographic dividend,LTE,2006,3230458.0
"Youth illiterate population, 15-24 years, female (number)",Latin America & Caribbean,LCN,2006,1580927.0
"Youth illiterate population, 15-24 years, female (number)",Latin America & Caribbean (excluding high income),LAC,2006,1549868.0
"Youth illiterate population, 15-24 years, female (number)",Latin America & Caribbean (IDA & IBRD),TLA,2006,1574449.0
"Youth illiterate population, 15-24 years, female (number)",Least developed countries: UN classification,LDC,2006,30623422.0
"Youth illiterate population, 15-24 years, female (number)",Low & middle income,LMY,2006,79855633.0
"Youth illiterate population, 15-24 years, female (number)",Low income,LIC,2006,21794672.0
"Youth illiterate population, 15-24 years, female (number)",Lower middle income,LMC,2006,53557231.0
"Youth illiterate population, 15-24 years, female (number)",Middle East & North Africa,MEA,2006,5109269.0
"Youth illiterate population, 15-24 years, female (number)",Middle East & North Africa (excluding high income),MNA,2006,4981911.0
"Youth illiterate population, 15-24 years, female (number)",Middle East & North Africa (IDA & IBRD),TMN,2006,4978777.0
"Youth illiterate population, 15-24 years, female (number)",Middle income,MIC,2006,58060960.0
"Youth illiterate population, 15-24 years, female (number)",Other small states,OSS,2006,272794.0
"Youth illiterate population, 15-24 years, female (number)",Pacific island small states,PSS,2006,6380.0
"Youth illiterate population, 15-24 years, female (number)",Pre-demographic dividend,PRE,2006,24986832.0
"Youth illiterate population, 15-24 years, female (number)",Small states,SST,2006,299017.0
"Youth illiterate population, 15-24 years, female (number)",South Asia,SAS,2006,41149070.0
"Youth illiterate population, 15-24 years, female (number)",South Asia (IDA & IBRD),TSA,2006,41149070.0
"Youth illiterate population, 15-24 years, female (number)",Sub-Saharan Africa,SSF,2006,28369669.0
"Youth illiterate population, 15-24 years, female (number)",Sub-Saharan Africa (excluding high income),SSA,2006,28366824.0
"Youth illiterate population, 15-24 years, female (number)",Sub-Saharan Africa (IDA & IBRD),TSS,2006,28369669.0
"Youth illiterate population, 15-24 years, female (number)",Upper middle income,UMC,2006,4503729.0
"Youth illiterate population, 15-24 years, female (number)",World,WLD,2006,80884707.0
"Youth illiterate population, 15-24 years, male (number)",Arab World,ARB,2006,4505815.0
"Youth illiterate population, 15-24 years, male (number)",Caribbean small states,CSS,2006,39726.0
"Youth illiterate population, 15-24 years, male (number)",Central Europe and the Baltics,CEB,2006,75997.0
"Youth illiterate population, 15-24 years, male (number)",Early-demographic dividend,EAR,2006,30889672.0
"Youth illiterate population, 15-24 years, male (number)",East Asia & Pacific,EAS,2006,3175109.0
"Youth illiterate population, 15-24 years, male (number)",East Asia & Pacific (excluding high income),EAP,2006,2742206.0
"Youth illiterate population, 15-24 years, male (number)",East Asia & Pacific (IDA & IBRD),TEA,2006,2742282.0
"Youth illiterate population, 15-24 years, male (number)",Europe & Central Asia,ECS,2006,422320.0
"Youth illiterate population, 15-24 years, male (number)",Europe & Central Asia (excluding high income),ECA,2006,197747.0
"Youth illiterate population, 15-24 years, male (number)",Europe & Central Asia (IDA & IBRD),TEC,2006,247447.0
"Youth illiterate population, 15-24 years, male (number)",Fragile and conflict affected situations,FCS,2006,12213811.0
"Youth illiterate population, 15-24 years, male (number)",Heavily indebted poor countries (HIPC),HPC,2006,17325622.0
"Youth illiterate population, 15-24 years, male (number)",IBRD only,IBD,2006,20555400.0
"Youth illiterate population, 15-24 years, male (number)",IDA & IBRD total,IBT,2006,50680843.0
"Youth illiterate population, 15-24 years, male (number)",IDA blend,IDB,2006,7324272.0
"Youth illiterate population, 15-24 years, male (number)",IDA only,IDX,2006,22801171.0
"Youth illiterate population, 15-24 years, male (number)",IDA total,IDA,2006,30143225.0
"Youth illiterate population, 15-24 years, male (number)",Late-demographic dividend,LTE,2006,2685154.0
"Youth illiterate population, 15-24 years, male (number)",Latin America & Caribbean,LCN,2006,1828765.0
"Youth illiterate population, 15-24 years, male (number)",Latin America & Caribbean (excluding high income),LAC,2006,1785977.0
"Youth illiterate population, 15-24 years, male (number)",Latin America & Caribbean (IDA & IBRD),TLA,2006,1816404.0
"Youth illiterate population, 15-24 years, male (number)",Least developed countries: UN classification,LDC,2006,21900704.0
"Youth illiterate population, 15-24 years, male (number)",Low & middle income,LMY,2006,50599432.0
"Youth illiterate population, 15-24 years, male (number)",Low income,LIC,2006,14427664.0
"Youth illiterate population, 15-24 years, male (number)",Lower middle income,LMC,2006,32285051.0
"Youth illiterate population, 15-24 years, male (number)",Middle East & North Africa,MEA,2006,2839650.0
"Youth illiterate population, 15-24 years, male (number)",Middle East & North Africa (excluding high income),MNA,2006,2736707.0
"Youth illiterate population, 15-24 years, male (number)",Middle East & North Africa (IDA & IBRD),TMN,2006,2733039.0
"Youth illiterate population, 15-24 years, male (number)",Middle income,MIC,2006,36171768.0
"Youth illiterate population, 15-24 years, male (number)",Other small states,OSS,2006,260653.0
"Youth illiterate population, 15-24 years, male (number)",Pacific island small states,PSS,2006,7282.0
"Youth illiterate population, 15-24 years, male (number)",Pre-demographic dividend,PRE,2006,17202414.0
"Youth illiterate population, 15-24 years, male (number)",Small states,SST,2006,307660.0
"Youth illiterate population, 15-24 years, male (number)",South Asia,SAS,2006,23315986.0
"Youth illiterate population, 15-24 years, male (number)",South Asia (IDA & IBRD),TSA,2006,23315986.0
"Youth illiterate population, 15-24 years, male (number)",Sub-Saharan Africa,SSF,2006,19825684.0
"Youth illiterate population, 15-24 years, male (number)",Sub-Saharan Africa (excluding high income),SSA,2006,19820810.0
"Youth illiterate population, 15-24 years, male (number)",Sub-Saharan Africa (IDA & IBRD),TSS,2006,19825684.0
"Youth illiterate population, 15-24 years, male (number)",Upper middle income,UMC,2006,3886717.0
"Youth illiterate population, 15-24 years, male (number)",World,WLD,2006,51592064.0
"Youth illiterate population, 15-24 years, both sexes (number)",Arab World,ARB,2006,11519218.0
"Youth illiterate population, 15-24 years, both sexes (number)",Caribbean small states,CSS,2006,59569.0
"Youth illiterate population, 15-24 years, both sexes (number)",Central Europe and the Baltics,CEB,2006,143682.0
"Youth illiterate population, 15-24 years, both sexes (number)",Early-demographic dividend,EAR,2006,82713016.0
"Youth illiterate population, 15-24 years, both sexes (number)",East Asia & Pacific,EAS,2006,7065237.0
"Youth illiterate population, 15-24 years, both sexes (number)",East Asia & Pacific (excluding high income),EAP,2006,6113841.0
"Youth illiterate population, 15-24 years, both sexes (number)",East Asia & Pacific (IDA & IBRD),TEA,2006,6113990.0
"Youth illiterate population, 15-24 years, both sexes (number)",Europe & Central Asia,ECS,2006,1055243.0
"Youth illiterate population, 15-24 years, both sexes (number)",Europe & Central Asia (excluding high income),ECA,2006,634070.0
"Youth illiterate population, 15-24 years, both sexes (number)",Europe & Central Asia (IDA & IBRD),TEC,2006,727276.0
"Youth illiterate population, 15-24 years, both sexes (number)",Fragile and conflict affected situations,FCS,2006,30582025.0
"Youth illiterate population, 15-24 years, both sexes (number)",Heavily indebted poor countries (HIPC),HPC,2006,42347745.0
"Youth illiterate population, 15-24 years, both sexes (number)",IBRD only,IBD,2006,57046137.0
"Youth illiterate population, 15-24 years, both sexes (number)",IDA & IBRD total,IBT,2006,130604345.0
"Youth illiterate population, 15-24 years, both sexes (number)",IDA blend,IDB,2006,19253466.0
"Youth illiterate population, 15-24 years, both sexes (number)",IDA only,IDX,2006,54304743.0
"Youth illiterate population, 15-24 years, both sexes (number)",IDA total,IDA,2006,73586048.0
"Youth illiterate population, 15-24 years, both sexes (number)",Late-demographic dividend,LTE,2006,5915612.0
"Youth illiterate population, 15-24 years, both sexes (number)",Latin America & Caribbean,LCN,2006,3409692.0
"Youth illiterate population, 15-24 years, both sexes (number)",Latin America & Caribbean (excluding high income),LAC,2006,3335845.0
"Youth illiterate population, 15-24 years, both sexes (number)",Latin America & Caribbean (IDA & IBRD),TLA,2006,3390853.0
"Youth illiterate population, 15-24 years, both sexes (number)",Least developed countries: UN classification,LDC,2006,52524126.0
"Youth illiterate population, 15-24 years, both sexes (number)",Low & middle income,LMY,2006,130455064.0
"Youth illiterate population, 15-24 years, both sexes (number)",Low income,LIC,2006,36222336.0
