Series Name,Series Code,Country Name,Country Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Least developed countries: UN classification,LDC,65.1534423828125,64.5961380004883,61.8650016784668,62.4323997497559,62.7399406433105,63.2892684936523,65.9301528930664,65.7827682495117,66.3956298828125,67.5071792602539,68.2390213012695,69.2549362182617,71.0202865600586,71.7135391235352,71.8459320068359,72.7659606933594,72.8892364501953,73.3884735107422,73.6298522949219,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Low & middle income,LMY,85.3137512207031,85.2854232788086,85.1098403930664,85.476936340332,85.7668228149414,85.9925231933594,86.3809432983398,86.4691390991211,86.966667175293,87.0250396728516,87.4365921020508,87.6278533935547,88.0626831054688,88.2202224731445,88.2073211669922,88.2823181152344,88.4407424926758,88.5836029052734,88.7075271606445,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Low income,LIC,65.486213684082,64.266471862793,62.75,63.7201881408691,64.4670867919922,65.0569076538086,65.1594390869141,66.717529296875,67.1370697021484,67.9315567016602,68.2255325317383,68.4582672119141,68.8258209228516,69.5401382446289,69.3095779418945,69.2160568237305,69.1979522705078,69.472282409668,69.6257400512695,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Lower middle income,LMC,76.8246231079102,76.7482528686523,76.4546432495117,76.7471771240234,77.2409362792969,77.9117279052734,78.867301940918,78.7353363037109,79.4964065551758,79.9075088500977,80.3310928344727,81.1191329956055,81.6029510498047,82.0437164306641,82.4764404296875,82.5324783325195,82.9567565917969,83.4083480834961,83.7351989746094,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,84.0127334594727,83.1759185791016,82.4813537597656,83.3415985107422,83.6519317626953,83.5261688232422,83.9647369384766,84.6332473754883,87.0118865966797,85.2253265380859,87.6126098632812,86.4213562011719,87.1168212890625,87.5891571044922,85.4033279418945,85.618896484375,85.9336624145508,86.09130859375,86.3267288208008,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Middle East & North Africa (excluding high income),MNA,83.1183929443359,82.0146713256836,81.0798416137695,81.9247512817383,82.1117095947266,81.754150390625,82.1548004150391,82.3590621948242,85.2041015625,82.9989318847656,85.7887878417969,84.0652770996094,84.8677368164062,85.4182891845703,82.6667633056641,82.9337005615234,83.1913299560547,83.4570236206055,83.7409973144531,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Middle East & North Africa (IDA & IBRD),TMN,82.9994812011719,81.8776473999023,80.9321975708008,81.7837829589844,81.9702835083008,81.6066436767578,82.0075912475586,82.2101974487305,85.0779724121094,82.8474502563477,85.6634368896484,83.920280456543,84.7278823852539,85.2823486328125,82.4994888305664,82.7667465209961,83.0259170532227,83.2926483154297,83.5776519775391,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Middle income,MIC,86.6422729492188,86.7100601196289,86.6457366943359,86.9972763061523,87.2776794433594,87.5008087158203,87.9342269897461,87.9378967285156,88.4667587280273,88.4894027709961,88.9263763427734,89.1340408325195,89.5956497192383,89.7361373901367,89.7674789428711,89.8878173828125,90.0952682495117,90.2603073120117,90.4139709472656,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,North America,NAC,98.6855316162109,98.6986923217773,98.7053298950195,98.713249206543,98.726806640625,..,..,..,..,..,..,..,..,98.7780075073242,98.7836074829102,98.7887420654297,98.794059753418,98.7899703979492,98.7902603149414,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.6692886352539,97.7094192504883,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Other small states,OSS,84.4525299072266,84.9053192138672,84.2138366699219,83.3748016357422,84.2790908813477,83.8483810424805,84.7889022827148,85.1271362304688,85.6013565063477,85.891487121582,86.2347717285156,87.0553817749023,87.5044631958008,87.6336975097656,87.7539825439453,87.8753814697266,87.9932022094727,87.9646835327148,88.0053024291992,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Pre-demographic dividend,PRE,69.0683135986328,68.4592971801758,68.5038528442383,65.6475296020508,65.3582382202148,64.7009735107422,65.0898513793945,66.4071502685547,68.9527435302734,68.2780227661133,70.4378204345703,69.1997375488281,71.2604675292969,72.1351013183594,71.7863922119141,71.8692016601562,71.9689483642578,72.2803192138672,72.477653503418,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Small states,SST,85.4760513305664,85.8659515380859,85.3978424072266,84.8697204589844,85.5524291992188,85.2426834106445,85.9496078491211,86.2102127075195,86.5533599853516,86.8003387451172,87.0426864624023,87.6678924560547,88.0114212036133,88.1147918701172,88.2143478393555,88.3369216918945,88.4255981445312,88.418327331543,88.4568023681641,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,South Asia,SAS,72.2464370727539,72.5919723510742,71.8963928222656,72.9494781494141,73.9229965209961,74.411003112793,75.813346862793,75.8711929321289,76.6438293457031,77.1495590209961,77.6099624633789,78.4071273803711,79.5162963867188,79.9733505249023,80.1525192260742,79.8211212158203,80.4088821411133,81.0171508789062,81.5034713745117,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,South Asia (IDA & IBRD),TSA,72.2464370727539,72.5919723510742,71.8963928222656,72.9494781494141,73.9229965209961,74.411003112793,75.813346862793,75.8711929321289,76.6438293457031,77.1495590209961,77.6099624633789,78.4071273803711,79.5162963867188,79.9733505249023,80.1525192260742,79.8211212158203,80.4088821411133,81.0171508789062,81.5034713745117,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,69.7657699584961,68.4849014282227,68.7424621582031,66.8203735351562,66.7710876464844,67.5988311767578,67.9736022949219,69.1945190429688,70.2002487182617,70.8976593017578,71.416633605957,71.8159027099609,72.2772827148438,72.4101028442383,73.6639633178711,74.1380462646484,74.1743621826172,74.1163482666016,74.1649627685547,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa (excluding high income),SSA,69.7621994018555,68.4811096191406,68.7386779785156,66.8162689208984,66.7670364379883,67.5948791503906,67.9697875976562,69.1907577514648,70.1966171264648,70.8941268920898,71.4131927490234,71.8125381469727,72.2740097045898,72.4068603515625,73.6609191894531,74.1351089477539,74.1714935302734,74.1135177612305,74.1622009277344,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,69.7657699584961,68.4849014282227,68.7424621582031,66.8203735351562,66.7710876464844,67.5988311767578,67.9736022949219,69.1945190429688,70.2002487182617,70.8976593017578,71.416633605957,71.8159027099609,72.2772827148438,72.4101028442383,73.6639633178711,74.1380462646484,74.1743621826172,74.1163482666016,74.1649627685547,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Upper middle income,UMC,95.0735473632812,95.3209075927734,95.5027618408203,95.9817962646484,96.155029296875,96.055290222168,96.097900390625,96.3036422729492,96.7032089233398,96.4429626464844,96.9733963012695,96.7149887084961,97.2263488769531,97.161247253418,96.8828277587891,97.1403884887695,97.2146530151367,97.1687316894531,97.2053375244141,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,World,WLD,87.5193786621094,87.5078506469727,87.3694534301758,87.6728363037109,87.9168395996094,88.0854568481445,88.3866882324219,88.4485778808594,88.8572006225586,88.9014129638672,89.2741088867188,89.4429321289062,89.7984237670898,89.9256591796875,89.9105987548828,89.9817428588867,90.1146621704102,90.2187576293945,90.3106536865234,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Africa Eastern and Southern,AFE,65.6004180908203,63.9424705505371,62.1338691711426,62.8357582092285,63.3095092773438,64.0004196166992,64.6178817749023,66.8296508789062,68.3613510131836,69.3831024169922,69.8347702026367,70.3134231567383,71.0951995849609,71.0090713500977,71.3926162719727,72.6349716186523,72.7856216430664,72.5811614990234,72.6004028320312,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Africa Western and Central,AFW,51.3834114074707,51.4238204956055,57.4711494445801,50.1195487976074,49.8100395202637,50.6923789978027,51.1569595336914,51.7663116455078,52.4101600646973,53.0027809143066,54.0067596435547,54.8183212280273,55.4379196166992,56.485538482666,59.5684585571289,59.51171875,59.6175117492676,60.034610748291,60.3126983642578,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Arab World,ARB,70.5737762451172,70.2333297729492,69.1274108886719,69.8765869140625,70.676628112793,69.5803909301758,70.5184173583984,72.2774963378906,75.7018890380859,73.276481628418,77.5778732299805,74.9812088012695,76.3867263793945,77.1703033447266,74.2861328125,74.6036605834961,75.0228805541992,75.2311782836914,75.1715316772461,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Caribbean small states,CSS,89.8251876831055,90.1046600341797,90.2587127685547,90.8306732177734,91.0392913818359,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,99.298469543457,99.3157272338867,99.3327713012695,99.3535003662109,99.3704299926758,99.3872375488281,99.4021224975586,99.4171829223633,99.4252624511719,99.4275207519531,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Early-demographic dividend,EAR,71.1810607910156,70.9275665283203,70.8128509521484,72.0456314086914,72.8475036621094,73.6762008666992,75.2594604492188,75.28125,75.8829193115234,76.3663711547852,77.251350402832,77.9914779663086,78.6065521240234,78.9736099243164,79.194580078125,79.4939804077148,79.9613876342773,80.3580017089844,80.828010559082,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,East Asia & Pacific,EAS,91.6966705322266,92.0126571655273,92.4162826538086,93.4407424926758,93.7255783081055,94.0279922485352,94.124641418457,93.8310394287109,94.0228500366211,94.1243209838867,94.6579895019531,94.869499206543,95.0339736938477,95.2058792114258,95.3079376220703,95.7082214355469,96.0015487670898,96.0377426147461,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,East Asia & Pacific (excluding high income),EAP,91.9295196533203,92.2266998291016,92.638069152832,93.751106262207,94.0106811523438,94.3140487670898,94.4905471801758,94.231330871582,94.405143737793,94.5015029907227,94.9556732177734,95.1597595214844,95.321418762207,95.4862823486328,95.5852584838867,95.963508605957,96.2715911865234,96.2973709106445,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,East Asia & Pacific (IDA & IBRD),TEA,91.8258590698242,92.1275100708008,92.5447692871094,93.6721496582031,93.935173034668,94.2424697875977,94.421257019043,94.1588287353516,94.3348388671875,94.4324188232422,94.8922805786133,95.0989074707031,95.2626190185547,95.429557800293,95.5298385620117,95.9128875732422,96.2249069213867,96.251106262207,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Europe & Central Asia,ECS,96.9480819702148,97.1132431030273,97.1411590576172,97.2418212890625,97.3537673950195,97.4136810302734,97.7472763061523,97.8842086791992,97.9875411987305,98.0536727905273,98.0961380004883,98.1386489868164,98.2315368652344,98.2793731689453,98.3964080810547,98.4332809448242,98.5048294067383,98.5237731933594,98.5410614013672,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Europe & Central Asia (excluding high income),ECA,97.3506088256836,97.4995498657227,97.4553375244141,97.5476226806641,97.6576690673828,98.0476303100586,98.3635406494141,98.6287078857422,98.7599792480469,98.805061340332,98.8331604003906,98.855827331543,98.9837799072266,98.9826278686523,99.1621932983398,99.1801528930664,99.2663803100586,99.3009185791016,99.3256912231445,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Europe & Central Asia (IDA & IBRD),TEC,97.5674362182617,97.6985015869141,97.6657028198242,97.7478790283203,97.8479766845703,98.2263412475586,98.4977111816406,98.7258071899414,98.8413314819336,98.8830490112305,98.9101104736328,98.932502746582,99.0447692871094,99.0466918945312,99.2031478881836,99.2212905883789,99.2979202270508,99.3285980224609,99.3498229980469,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Fragile and conflict affected situations,FCS,64.2447814941406,63.7224502563477,64.9140167236328,62.295841217041,62.3301315307617,61.8767318725586,62.1603088378906,62.1134300231934,63.7035102844238,63.0729217529297,64.9138717651367,63.8959503173828,65.7695999145508,66.5571517944336,64.9450988769531,65.6260070800781,65.4767379760742,65.6045379638672,65.5553665161133,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Heavily indebted poor countries (HIPC),HPC,54.3755989074707,53.6199607849121,52.0780906677246,53.5543212890625,53.8940200805664,54.0397491455078,54.8813514709473,56.9407615661621,58.2316284179688,59.2676200866699,60.1253318786621,60.6003189086914,61.4376983642578,62.5403594970703,63.8712997436523,64.2076034545898,64.4329071044922,64.9476013183594,65.2185211181641,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IBRD only,IBD,84.1974334716797,84.2022094726562,84.2480697631836,85.3633193969727,85.7301406860352,86.1131286621094,86.7403182983398,87.0318603515625,87.5256729125977,87.5484085083008,88.2257690429688,88.2912673950195,88.6774673461914,88.8729934692383,88.8655090332031,88.9218063354492,89.2565689086914,89.4487533569336,89.7009963989258,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA & IBRD total,IBT,79.4419708251953,79.3485870361328,79.4558868408203,80.0183486938477,80.3985137939453,80.7384796142578,81.5316009521484,81.7406005859375,82.269172668457,82.3959732055664,83.0485305786133,83.2457275390625,83.8043899536133,84.0785369873047,84.1411666870117,84.3098907470703,84.5722427368164,84.7575302124023,84.9614562988281,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA blend,IDB,60.9894485473633,60.3049583435059,66.2328262329102,59.4409103393555,60.8299713134766,61.6337394714355,62.1023902893066,62.1597213745117,63.5816497802734,63.4453887939453,64.3482666015625,64.9517364501953,65.6693267822266,66.4344863891602,65.9780883789062,66.4268264770508,66.8073425292969,67.1697769165039,67.5332183837891,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA only,IDX,58.2146186828613,58.0544586181641,55.9045906066895,57.0411109924316,57.3653793334961,57.5610008239746,59.9163208007812,60.1040306091309,60.7947998046875,62.0002288818359,62.6863594055176,63.7608489990234,65.533088684082,66.3724212646484,67.4507904052734,68.4772796630859,68.695182800293,69.1759414672852,69.4716491699219,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA total,IDA,59.141040802002,58.8060684204102,59.3524017333984,57.8422088623047,58.5226707458496,58.9231986999512,60.6482009887695,60.7924880981445,61.7272300720215,62.4830284118652,63.2408714294434,64.1573791503906,65.5783081054688,66.3929290771484,66.9653091430664,67.8033065795898,68.0763168334961,68.5195922851562,68.8382568359375,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Late-demographic dividend,LTE,92.4644088745117,92.7838973999023,93.0054397583008,93.9794998168945,94.1736526489258,94.4404220581055,94.6083297729492,94.9711380004883,95.1441268920898,95.2111129760742,95.4148864746094,95.5112915039062,95.7430801391602,95.8903503417969,96.0548934936523,96.2434234619141,96.5029296875,96.5497817993164,96.5905914306641,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latin America & Caribbean,LCN,90.0280075073242,90.5111389160156,90.4645767211914,91.075813293457,91.327392578125,91.5974731445312,91.5873489379883,92.1557464599609,92.3983764648438,92.4446334838867,92.8893890380859,93.0500106811523,93.5284194946289,93.5947265625,93.7266693115234,94.1739807128906,94.1992492675781,94.4546508789062,94.6001205444336,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latin America & Caribbean (excluding high income),LAC,89.5352478027344,90.0569229125977,89.9197082519531,90.5113220214844,90.7873687744141,91.0988388061523,91.0977783203125,91.7859573364258,92.0330429077148,92.1015319824219,92.5114822387695,92.6756896972656,93.1671371459961,93.2591323852539,93.3964614868164,93.8924179077148,93.9134292602539,94.1902770996094,94.3460922241211,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latin America & Caribbean (IDA & IBRD),TLA,89.7725830078125,90.2740097045898,90.227783203125,90.8601837158203,91.1209716796875,91.404426574707,91.3952178955078,91.9824676513672,92.2344131469727,92.2822875976562,92.7413330078125,92.9098892211914,93.4037933349609,93.4733581542969,93.6103363037109,94.0715713500977,94.0983810424805,94.3630981445312,94.5129013061523,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Least developed countries: UN classification,LDC,55.4500312805176,55.2322082519531,52.7630386352539,53.8254089355469,54.0839500427246,54.6592483520508,57.1832504272461,57.3206214904785,58.1245613098145,59.4882583618164,60.2782592773438,61.5256996154785,63.5242881774902,64.4673614501953,64.6855163574219,65.8197174072266,66.0432815551758,66.6165008544922,66.9641494750977,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Low & middle income,LMY,79.16748046875,79.0746765136719,79.179443359375,79.7461624145508,80.1350479125977,80.4803619384766,81.2899169921875,81.5104217529297,82.0476913452148,82.1807708740234,82.837532043457,83.0385131835938,83.6039962768555,83.8864974975586,83.9525985717773,84.1277618408203,84.3962020874023,84.5862121582031,84.7953414916992,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Low income,LIC,54.5051307678223,53.6730117797852,52.0235214233398,53.3560791015625,54.1950988769531,54.6545715332031,55.0857086181641,57.1377105712891,57.5988883972168,58.550479888916,58.891731262207,59.3603096008301,60.1097602844238,61.1258888244629,60.9201889038086,61.1112289428711,61.1898498535156,61.6633796691895,61.8706207275391,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lower middle income,LMC,67.4801406860352,67.1387329101562,67.4235229492188,67.7421188354492,68.3801116943359,69.1890182495117,70.9337463378906,71.0120620727539,71.8498916625977,72.4125137329102,73.2375564575195,74.0270309448242,74.7081527709961,75.3724594116211,75.9494705200195,76.1585693359375,76.6968078613281,77.2592315673828,77.7956314086914,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle East & North Africa,MEA,74.7003021240234,74.4650192260742,74.544189453125,75.2320175170898,75.8424224853516,75.8617706298828,76.6665496826172,77.356689453125,79.8540573120117,77.862907409668,81.5690612792969,79.558479309082,80.5925903320312,81.5119323730469,79.0097885131836,79.3410034179688,79.7623291015625,80.0122528076172,80.3575897216797,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle East & North Africa (excluding high income),MNA,73.1119918823242,72.6936111450195,72.6380310058594,73.2388229370117,73.7248687744141,73.5307083129883,74.3127136230469,74.5015563964844,77.3770904541016,75.0229415893555,79.2574005126953,76.7205123901367,77.888313293457,78.9528732299805,75.8960876464844,76.2772064208984,76.6375274658203,77.0044479370117,77.3994979858398,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle East & North Africa (IDA & IBRD),TMN,72.9318008422852,72.5007934570312,72.4425811767578,73.0445785522461,73.5309295654297,73.3286285400391,74.1133193969727,74.2989196777344,77.1940002441406,74.81005859375,79.0837326049805,76.5160827636719,77.691162109375,78.7626266479492,75.6685409545898,76.0508422851562,76.4127807617188,76.7805404663086,77.1763610839844,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle income,MIC,80.8514633178711,80.8280868530273,81.0781021118164,81.6219863891602,82.0057373046875,82.3709106445312,83.2378463745117,83.3502426147461,83.9243087768555,84.0189208984375,84.720588684082,84.9246978759766,85.5015182495117,85.757568359375,85.8781967163086,86.0900268554688,86.4152374267578,86.6206817626953,86.8693313598633,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,North America,NAC,98.5838394165039,98.6025238037109,98.6130218505859,98.6258010864258,98.6464462280273,..,..,..,..,..,..,..,..,98.7192993164062,98.7272491455078,98.7332611083984,98.7402267456055,98.7399520874023,98.7406692504883,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.0459136962891,97.1108779907227,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Other small states,OSS,81.2886199951172,81.8300323486328,81.3763809204102,80.6110229492188,81.655632019043,81.1067810058594,81.7886276245117,82.2671279907227,82.7335586547852,83.0928497314453,83.4920120239258,84.2511291503906,84.7315063476562,84.942138671875,85.1605072021484,85.3942718505859,85.6380310058594,85.7083892822266,85.8374786376953,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Pre-demographic dividend,PRE,58.1134910583496,57.6471214294434,59.0878791809082,55.2081108093262,55.2332305908203,54.4313011169434,55.0670509338379,56.8154106140137,59.4409294128418,59.0068817138672,61.2843399047852,60.2868385314941,62.6668281555176,63.8228988647461,63.6434211730957,63.9542198181152,64.1893005371094,64.6795883178711,64.9779510498047,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Small states,SST,83.5176620483398,83.9584808349609,83.6502685546875,83.1939468383789,83.9617385864258,83.5689392089844,84.0609588623047,84.4144668579102,84.718879699707,84.9606018066406,85.2302627563477,85.7971420288086,86.1503524780273,86.3058013916016,86.4714584350586,86.6712265014648,86.849853515625,86.9194030761719,87.019660949707,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Asia,SAS,60.8761711120605,60.6296691894531,60.1619682312012,61.7019805908203,62.7935791015625,63.4656791687012,66.0360565185547,66.5059661865234,67.3077621459961,68.0545272827148,68.7931671142578,69.7571563720703,71.1049270629883,71.7903594970703,72.0815124511719,71.9427871704102,72.6586074829102,73.4224700927734,74.1877593994141,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Asia (IDA & IBRD),TSA,60.8761711120605,60.6296691894531,60.1619682312012,61.7019805908203,62.7935791015625,63.4656791687012,66.0360565185547,66.5059661865234,67.3077621459961,68.0545272827148,68.7931671142578,69.7571563720703,71.1049270629883,71.7903594970703,72.0815124511719,71.9427871704102,72.6586074829102,73.4224700927734,74.1877593994141,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa,SSF,59.8666687011719,58.8957405090332,60.2552604675293,57.7174606323242,57.8812789916992,58.6535606384277,59.2130393981934,60.788158416748,61.96923828125,62.8304290771484,63.5133781433105,64.1322784423828,64.8613967895508,65.2232437133789,66.6836395263672,67.4108581542969,67.5476303100586,67.591926574707,67.7150115966797,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa (excluding high income),SSA,59.8616905212402,58.8906211853027,60.2503395080566,57.7121696472168,57.8760795593262,58.6484718322754,59.2081108093262,60.7833786010742,61.9646301269531,62.8259582519531,63.5090408325195,64.128059387207,64.8573226928711,65.2192611694336,66.6798934936523,67.4072494506836,67.5441131591797,67.5884780883789,67.7116394042969,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,59.8666687011719,58.8957405090332,60.2552604675293,57.7174606323242,57.8812789916992,58.6535606384277,59.2130393981934,60.788158416748,61.96923828125,62.8304290771484,63.5133781433105,64.1322784423828,64.8613967895508,65.2232437133789,66.6836395263672,67.4108581542969,67.5476303100586,67.591926574707,67.7150115966797,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Upper middle income,UMC,92.1204071044922,92.4441070556641,92.732551574707,93.5746765136719,93.8507232666016,93.9343719482422,94.1353988647461,94.385871887207,94.83447265625,94.6060104370117,95.3026428222656,95.0711364746094,95.6491088867188,95.6296005249023,95.4207229614258,95.7350616455078,95.956916809082,95.9116668701172,95.9559707641602,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,World,WLD,82.4389419555664,82.3777694702148,82.4636535644531,82.9280624389648,83.2566604614258,83.5131988525391,84.1600036621094,84.3226470947266,84.7610626220703,84.8601379394531,85.433708190918,85.6018295288086,86.0611572265625,86.2882308959961,86.3390502929688,86.4896011352539,86.7115097045898,86.8527526855469,87.0117492675781,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Africa Eastern and Southern,AFE,57.3186798095703,55.9393615722656,54.014030456543,55.0689888000488,55.5635795593262,56.439510345459,57.1015014648438,59.7411193847656,61.5093116760254,62.6071815490723,63.2671318054199,64.0143890380859,65.0719299316406,65.3260269165039,65.7786331176758,67.2897796630859,67.5369873046875,67.4540100097656,67.54541015625,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Africa Western and Central,AFW,40.1124496459961,40.3698616027832,49.351978302002,39.8504409790039,40.0038909912109,40.382381439209,41.2178115844727,42.0280494689941,42.7567481994629,43.4412117004395,44.6270599365234,45.5737800598145,46.3670082092285,47.3997116088867,51.0197105407715,51.0413818359375,51.2462310791016,51.6556091308594,51.9770088195801,..
