Country Name,Country Code,Indicator Name,Indicator Code,2014
Estonia,EST,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,45.72000122
Estonia,EST,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,70.16000366
Estonia,EST,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,62.36999893
Estonia,EST,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,77.19000244
Estonia,EST,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.33936823
Estonia,EST,"Labor force, total",SL.TLF.TOTL.IN,676068
Ethiopia,ETH,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.0189413
Ethiopia,ETH,"Labor force, total",SL.TLF.TOTL.IN,46668437
Euro area,EMU,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,76.82501352
Euro area,EMU,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,76.35748562
Euro area,EMU,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,77.55585793
Euro area,EMU,Labor force with basic education (% of total),SL.TLF.BASC.ZS,37.78333733
Euro area,EMU,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,29.29226605
Euro area,EMU,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,48.26230854
Euro area,EMU,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,65.22588703
Euro area,EMU,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,60.42009435
Euro area,EMU,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,70.09678465
Euro area,EMU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.64345646
Euro area,EMU,"Labor force, total",SL.TLF.TOTL.IN,162619287
Europe & Central Asia,ECS,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,78.38458133
Europe & Central Asia,ECS,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,75.91817502
Europe & Central Asia,ECS,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,81.54708686
Europe & Central Asia,ECS,Labor force with basic education (% of total),SL.TLF.BASC.ZS,36.29374137
Europe & Central Asia,ECS,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,27.62580614
Europe & Central Asia,ECS,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,46.59769484
Europe & Central Asia,ECS,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,64.91648928
Europe & Central Asia,ECS,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,57.47987383
Europe & Central Asia,ECS,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,71.99632335
Europe & Central Asia,ECS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.2282896
Europe & Central Asia,ECS,"Labor force, total",SL.TLF.TOTL.IN,433273291
Europe & Central Asia (excluding high income),ECA,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,78.6037444
Europe & Central Asia (excluding high income),ECA,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,73.82487485
Europe & Central Asia (excluding high income),ECA,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,84.5887888
Europe & Central Asia (excluding high income),ECA,Labor force with basic education (% of total),SL.TLF.BASC.ZS,31.88590783
Europe & Central Asia (excluding high income),ECA,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,22.07673086
Europe & Central Asia (excluding high income),ECA,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,42.85177207
Europe & Central Asia (excluding high income),ECA,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,62.39519955
Europe & Central Asia (excluding high income),ECA,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,51.21040672
Europe & Central Asia (excluding high income),ECA,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,72.57543329
Europe & Central Asia (excluding high income),ECA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.54665017
Europe & Central Asia (excluding high income),ECA,"Labor force, total",SL.TLF.TOTL.IN,193674951
Fiji,FJI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,34.53668621
Fiji,FJI,"Labor force, total",SL.TLF.TOTL.IN,370548
Finland,FIN,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,74.84999847
Finland,FIN,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,74.37000275
Finland,FIN,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,75.44999695
Finland,FIN,Labor force with basic education (% of total),SL.TLF.BASC.ZS,28.26000023
Finland,FIN,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,21.62000084
Finland,FIN,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,35.13999939
Finland,FIN,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,67.04000092
Finland,FIN,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,62.22000122
Finland,FIN,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,71.48000336
Finland,FIN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.27121937
Finland,FIN,"Labor force, total",SL.TLF.TOTL.IN,2688687
France,FRA,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,77.48999786
France,FRA,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,76.23999786
France,FRA,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,78.95999908
France,FRA,Labor force with basic education (% of total),SL.TLF.BASC.ZS,31.88999939
France,FRA,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,26.21999931
France,FRA,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,39.06000137
France,FRA,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,62.68000031
France,FRA,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,58.56999969
France,FRA,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,66.48000336
France,FRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.84013274
France,FRA,"Labor force, total",SL.TLF.TOTL.IN,30220510
French Polynesia,PYF,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.61266449
French Polynesia,PYF,"Labor force, total",SL.TLF.TOTL.IN,116341
Gabon,GAB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,39.87603135
Gabon,GAB,"Labor force, total",SL.TLF.TOTL.IN,606121
"Gambia, The",GMB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.01525355
"Gambia, The",GMB,"Labor force, total",SL.TLF.TOTL.IN,616250
Georgia,GEO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.69139544
Georgia,GEO,"Labor force, total",SL.TLF.TOTL.IN,2038920
Germany,DEU,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,73.63999939
Germany,DEU,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,74.40000153
Germany,DEU,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,73.12000275
Germany,DEU,Labor force with basic education (% of total),SL.TLF.BASC.ZS,37.15000153
Germany,DEU,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,28.54999924
Germany,DEU,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,50.47000122
Germany,DEU,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,64.09999847
Germany,DEU,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,60.43999863
Germany,DEU,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,67.98000336
Germany,DEU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.21012202
Germany,DEU,"Labor force, total",SL.TLF.TOTL.IN,42457330
Ghana,GHA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,49.61624957
Ghana,GHA,"Labor force, total",SL.TLF.TOTL.IN,12626305
Greece,GRC,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,76.02999878
Greece,GRC,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,76.87000275
Greece,GRC,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,75.19999695
Greece,GRC,Labor force with basic education (% of total),SL.TLF.BASC.ZS,35.66999817
Greece,GRC,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,25.35000038
Greece,GRC,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,46.34000015
Greece,GRC,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,61.04000092
Greece,GRC,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,52.65999985
Greece,GRC,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,70.06999969
Greece,GRC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.27296989
Greece,GRC,"Labor force, total",SL.TLF.TOTL.IN,4926602
Guam,GUM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.55515179
Guam,GUM,"Labor force, total",SL.TLF.TOTL.IN,78429
Guatemala,GTM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,34.32895176
Guatemala,GTM,"Labor force, total",SL.TLF.TOTL.IN,6218547
Guinea,GIN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.92767943
Guinea,GIN,"Labor force, total",SL.TLF.TOTL.IN,4347394
Guinea-Bissau,GNB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.06169547
Guinea-Bissau,GNB,"Labor force, total",SL.TLF.TOTL.IN,716876
Guyana,GUY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,34.83168948
Guyana,GUY,"Labor force, total",SL.TLF.TOTL.IN,304467
Haiti,HTI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.899938
Haiti,HTI,"Labor force, total",SL.TLF.TOTL.IN,4682457
Heavily indebted poor countries (HIPC),HPC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.28813342
Heavily indebted poor countries (HIPC),HPC,"Labor force, total",SL.TLF.TOTL.IN,284494344
High income,HIC,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,77.11394385
High income,HIC,Labor force with basic education (% of total),SL.TLF.BASC.ZS,41.86516806
High income,HIC,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,63.73883042
High income,HIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.90485908
High income,HIC,"Labor force, total",SL.TLF.TOTL.IN,589029810
Honduras,HND,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,36.21121135
Honduras,HND,"Labor force, total",SL.TLF.TOTL.IN,3833241
"Hong Kong SAR, China",HKG,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,75.98000336
"Hong Kong SAR, China",HKG,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,72.41000366
"Hong Kong SAR, China",HKG,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,79.55000305
"Hong Kong SAR, China",HKG,Labor force with basic education (% of total),SL.TLF.BASC.ZS,47.86000061
"Hong Kong SAR, China",HKG,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,38.99000168
"Hong Kong SAR, China",HKG,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,58.31999969
"Hong Kong SAR, China",HKG,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,67.91999817
"Hong Kong SAR, China",HKG,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,63.88000107
"Hong Kong SAR, China",HKG,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,72.77999878
"Hong Kong SAR, China",HKG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.48333178
"Hong Kong SAR, China",HKG,"Labor force, total",SL.TLF.TOTL.IN,3911996
Hungary,HUN,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,72.59999847
Hungary,HUN,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,70.05000305
Hungary,HUN,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,75.90000153
Hungary,HUN,Labor force with basic education (% of total),SL.TLF.BASC.ZS,24.03000069
Hungary,HUN,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,18.86000061
Hungary,HUN,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,31.52000046
Hungary,HUN,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,63.31999969
Hungary,HUN,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,55.25999832
Hungary,HUN,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,70.91999817
Hungary,HUN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.85374315
Hungary,HUN,"Labor force, total",SL.TLF.TOTL.IN,4525600
Iceland,ISL,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,91.01000214
Iceland,ISL,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,89.97000122
Iceland,ISL,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,92.41999817
Iceland,ISL,Labor force with basic education (% of total),SL.TLF.BASC.ZS,72.76999664
Iceland,ISL,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,66.37999725
Iceland,ISL,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,79.54000092
Iceland,ISL,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,84.01999664
Iceland,ISL,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,80.69999695
Iceland,ISL,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,86.45999908
Iceland,ISL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.29703897
Iceland,ISL,"Labor force, total",SL.TLF.TOTL.IN,198782
India,IND,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,24.37862234
India,IND,"Labor force, total",SL.TLF.TOTL.IN,494960467
Indonesia,IDN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,37.54695661
Indonesia,IDN,"Labor force, total",SL.TLF.TOTL.IN,123063604
"Iran, Islamic Rep.",IRN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,16.39147731
"Iran, Islamic Rep.",IRN,"Labor force, total",SL.TLF.TOTL.IN,24960813
Iraq,IRQ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,19.74977016
Iraq,IRQ,"Labor force, total",SL.TLF.TOTL.IN,9619636
Ireland,IRL,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,80.12999725
Ireland,IRL,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,76.51000214
Ireland,IRL,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,84.55999756
Ireland,IRL,Labor force with basic education (% of total),SL.TLF.BASC.ZS,31.95999908
Ireland,IRL,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,19.07999992
Ireland,IRL,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,43.68000031
Ireland,IRL,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,66.13999939
Ireland,IRL,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,56.70999908
Ireland,IRL,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,75.73000336
Ireland,IRL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.45754841
Ireland,IRL,"Labor force, total",SL.TLF.TOTL.IN,2181697
Israel,ISR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.05331909
Israel,ISR,"Labor force, total",SL.TLF.TOTL.IN,3805485
Italy,ITA,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,74.34999847
Italy,ITA,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,72.45999908
Italy,ITA,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,76.63999939
Italy,ITA,Labor force with basic education (% of total),SL.TLF.BASC.ZS,34.40999985
Italy,ITA,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,22.79999924
Italy,ITA,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,46.54000092
Italy,ITA,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,64.36000061
Italy,ITA,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,56.86999893
Italy,ITA,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,71.79000092
Italy,ITA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.0766483
Italy,ITA,"Labor force, total",SL.TLF.TOTL.IN,25416870
Jamaica,JAM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.97515194
Jamaica,JAM,"Labor force, total",SL.TLF.TOTL.IN,1451220
Japan,JPN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.60038951
Japan,JPN,"Labor force, total",SL.TLF.TOTL.IN,66182585
Jordan,JOR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,17.44375466
Jordan,JOR,"Labor force, total",SL.TLF.TOTL.IN,2198271
Kazakhstan,KAZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.68516102
Kazakhstan,KAZ,"Labor force, total",SL.TLF.TOTL.IN,9050690
Kenya,KEN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.11816788
Kenya,KEN,"Labor force, total",SL.TLF.TOTL.IN,17610099
"Korea, Dem. People’s Rep.",PRK,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.84074141
"Korea, Dem. People’s Rep.",PRK,"Labor force, total",SL.TLF.TOTL.IN,15901083
"Korea, Rep.",KOR,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,78.05000305
"Korea, Rep.",KOR,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,65.12000275
"Korea, Rep.",KOR,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,88.61000061
"Korea, Rep.",KOR,Labor force with basic education (% of total),SL.TLF.BASC.ZS,39.58000183
"Korea, Rep.",KOR,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,34.84000015
"Korea, Rep.",KOR,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,47.02000046
"Korea, Rep.",KOR,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,64.66999817
"Korea, Rep.",KOR,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,54.20000076
"Korea, Rep.",KOR,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,74.44000244
"Korea, Rep.",KOR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.49703342
"Korea, Rep.",KOR,"Labor force, total",SL.TLF.TOTL.IN,27108680
Kosovo,XKX,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,73.62999725
Kosovo,XKX,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,68.59999847
Kosovo,XKX,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,77.37000275
Kosovo,XKX,Labor force with basic education (% of total),SL.TLF.BASC.ZS,18.59000015
Kosovo,XKX,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,7.199999809
Kosovo,XKX,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,37.36000061
Kosovo,XKX,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,52.99000168
Kosovo,XKX,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,32
Kosovo,XKX,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,65.15000153
Kuwait,KWT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,28.46825576
Kuwait,KWT,"Labor force, total",SL.TLF.TOTL.IN,2100775
Kyrgyz Republic,KGZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.2401998
Kyrgyz Republic,KGZ,"Labor force, total",SL.TLF.TOTL.IN,2520868
Lao PDR,LAO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,49.89982114
Lao PDR,LAO,"Labor force, total",SL.TLF.TOTL.IN,3385944
Latin America & Caribbean,LCN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.73774097
Latin America & Caribbean,LCN,"Labor force, total",SL.TLF.TOTL.IN,296184199
Latin America & Caribbean (excluding high income),LAC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.68117716
Latin America & Caribbean (excluding high income),LAC,"Labor force, total",SL.TLF.TOTL.IN,283471627
Latvia,LVA,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,82.27999878
Latvia,LVA,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,81.48999786
Latvia,LVA,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,83.73000336
Latvia,LVA,Labor force with basic education (% of total),SL.TLF.BASC.ZS,36.68000031
Latvia,LVA,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,24.40999985
Latvia,LVA,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,46.31999969
Latvia,LVA,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,68.01000214
Latvia,LVA,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,60.63000107
Latvia,LVA,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,75.66000366
Latvia,LVA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,49.56264835
Latvia,LVA,"Labor force, total",SL.TLF.TOTL.IN,1007313
Least developed countries: UN classification,LDC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.24156067
Least developed countries: UN classification,LDC,"Labor force, total",SL.TLF.TOTL.IN,380520942
Lebanon,LBN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,24.10618126
Lebanon,LBN,"Labor force, total",SL.TLF.TOTL.IN,1987959
Lesotho,LSO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.79322329
Lesotho,LSO,"Labor force, total",SL.TLF.TOTL.IN,909527
Liberia,LBR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.27547765
Liberia,LBR,"Labor force, total",SL.TLF.TOTL.IN,1408303
Libya,LBY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,24.49766961
Libya,LBY,"Labor force, total",SL.TLF.TOTL.IN,2326009
Lithuania,LTU,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,82.45999908
Lithuania,LTU,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,80.40000153
Lithuania,LTU,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,85.69999695
Lithuania,LTU,Labor force with basic education (% of total),SL.TLF.BASC.ZS,16.31999969
Lithuania,LTU,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,10.43999958
Lithuania,LTU,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,24.02000046
Lithuania,LTU,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,63.86000061
Lithuania,LTU,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,56.84000015
Lithuania,LTU,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,70.94999695
Lithuania,LTU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,50.17743411
Lithuania,LTU,"Labor force, total",SL.TLF.TOTL.IN,1481395
Low & middle income,LMY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,38.27336375
Low & middle income,LMY,"Labor force, total",SL.TLF.TOTL.IN,2742043598
Low income,LIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.88041315
Low income,LIC,"Labor force, total",SL.TLF.TOTL.IN,266988222
Lower middle income,LMC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,31.61212609
Lower middle income,LMC,"Labor force, total",SL.TLF.TOTL.IN,1153317301
Luxembourg,LUX,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,79.51000214
Luxembourg,LUX,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,76.81999969
Luxembourg,LUX,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,81.80999756
Luxembourg,LUX,Labor force with basic education (% of total),SL.TLF.BASC.ZS,35.99000168
Luxembourg,LUX,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,28.87999916
Luxembourg,LUX,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,45.52999878
Luxembourg,LUX,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,58.91999817
Luxembourg,LUX,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,53.31999969
Luxembourg,LUX,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,64.23000336
Luxembourg,LUX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.15915499
Luxembourg,LUX,"Labor force, total",SL.TLF.TOTL.IN,273796
"Macao SAR, China",MAC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.73721443
"Macao SAR, China",MAC,"Labor force, total",SL.TLF.TOTL.IN,370926
"Macedonia, FYR",MKD,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,79.08000183
"Macedonia, FYR",MKD,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,79.41000366
"Macedonia, FYR",MKD,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,78.70999908
"Macedonia, FYR",MKD,Labor force with basic education (% of total),SL.TLF.BASC.ZS,37.04000092
"Macedonia, FYR",MKD,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,22.10000038
"Macedonia, FYR",MKD,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,56.59999847
"Macedonia, FYR",MKD,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,67.94000244
