Country Name,Country Code,Indicator Name,2010,2011,2012,2013,2014
Canada,CAN,"Gross enrolment ratio, primary and lower secondary, male (%)",99.0163116455078,98.5329895019531,99.6881484985352,100.042411804199,
Canada,CAN,"Gross enrolment ratio, primary and secondary, female (%)",100.126861572266,100.605461120605,105.486427307129,105.835372924805,
Canada,CAN,"Gross enrolment ratio, primary and secondary, male (%)",101.208869934082,101.415542602539,105.141891479492,105.209762573242,
Canada,CAN,"Gross enrolment ratio, primary to tertiary, female (%)",,,,,
Canada,CAN,"Gross enrolment ratio, primary to tertiary, male (%)",,,,,
Canada,CAN,"Gross enrolment ratio, primary, female (%)",98.9390335083008,98.637809753418,100.217430114746,101.121803283691,
Canada,CAN,"Gross enrolment ratio, primary, male (%)",98.4534530639648,97.9717712402344,99.1997604370117,100.053703308105,
Canada,CAN,"Gross enrolment ratio, secondary, female (%)",101.145957946777,102.322639465332,110.117797851563,110.037666320801,
Canada,CAN,"Gross enrolment ratio, secondary, male (%)",103.59107208252,104.449577331543,110.410140991211,109.830871582031,
Canada,CAN,"Gross enrolment ratio, tertiary, female (%)",,,,,
Canada,CAN,"Gross enrolment ratio, tertiary, male (%)",,,,,
Canada,CAN,"Gross enrolment ratio, upper secondary, female (%)",102.019912719727,103.703796386719,119.297393798828,119.364852905273,
Canada,CAN,"Gross enrolment ratio, upper secondary, male (%)",104.973701477051,106.418853759766,119.305389404297,118.756576538086,
Canada,CAN,"Literacy rate, population 25-64 years, both sexes (%)",,,,,
Canada,CAN,"Literacy rate, population 25-64 years, female (%)",,,,,
Canada,CAN,"Literacy rate, population 25-64 years, male (%)",,,,,
Cayman Islands,CYM,GDP per capita (current US$),,,,,
Cayman Islands,CYM,"GDP, PPP (current international $)",,2823463451.74062,,,
Cayman Islands,CYM,GNI (current US$),,,,,
Cayman Islands,CYM,"GNI per capita, Atlas method (current US$)",,,,,
Cayman Islands,CYM,"GNI per capita, PPP (current international $)",,,,,
Cayman Islands,CYM,"GNI, PPP (current international $)",,,,,
Cayman Islands,CYM,Government expenditure in educational institutions as % of GDP (%),,,,,
Cayman Islands,CYM,"Gross enrolment ratio, lower secondary, female (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, lower secondary, male (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, pre-primary, female (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, pre-primary, male (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, primary and lower secondary, female (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, primary and lower secondary, male (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, primary and secondary, female (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, primary and secondary, male (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, primary to tertiary, female (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, primary to tertiary, male (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, primary, female (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, primary, male (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, secondary, female (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, secondary, male (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, tertiary, female (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, tertiary, male (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, upper secondary, female (%)",,,,,
Cayman Islands,CYM,"Gross enrolment ratio, upper secondary, male (%)",,,,,
Cayman Islands,CYM,"Literacy rate, population 25-64 years, both sexes (%)",,,,,
Cayman Islands,CYM,"Literacy rate, population 25-64 years, female (%)",,,,,
Cayman Islands,CYM,"Literacy rate, population 25-64 years, male (%)",,,,,
Central African Republic,CAF,GDP per capita (current US$),446.443449375206,494.330677886517,486.410113966205,337.484961398269,377.13202741973
Central African Republic,CAF,"GDP, PPP (current international $)",3870412845.06079,4080711501.63792,4326803265.11516,2783101445.53791,2862391719.04668
Central African Republic,CAF,GNI (current US$),1995649833.12369,2222415327.78049,2195405955.53106,1524161865.84082,1710074597.85807
Central African Republic,CAF,"GNI per capita, Atlas method (current US$)",470.0,480.0,500.0,330.0,340.0
Central African Republic,CAF,"GNI per capita, PPP (current international $)",870.0,920.0,970.0,620.0,640.0
Central African Republic,CAF,"GNI, PPP (current international $)",3889189834.28243,4098629198.35799,4349034105.06553,2793358519.57618,2874453236.27993
Central African Republic,CAF,Government expenditure in educational institutions as % of GDP (%),1.1049599647522,,,,
Central African Republic,CAF,"Gross enrolment ratio, lower secondary, female (%)",,16.4464092254639,15.314040184021,,
Central African Republic,CAF,"Gross enrolment ratio, lower secondary, male (%)",,30.9261703491211,30.87672996521,,
Central African Republic,CAF,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,,
Central African Republic,CAF,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,
Central African Republic,CAF,"Gross enrolment ratio, pre-primary, female (%)",,5.63736009597778,,,
Central African Republic,CAF,"Gross enrolment ratio, pre-primary, male (%)",,5.54132986068726,,,
Central African Republic,CAF,"Gross enrolment ratio, primary and lower secondary, female (%)",,54.7971611022949,55.3903694152832,,
Central African Republic,CAF,"Gross enrolment ratio, primary and lower secondary, male (%)",,78.6729736328125,78.4513168334961,,
Central African Republic,CAF,"Gross enrolment ratio, primary and secondary, female (%)",,45.0358695983887,45.3880996704102,,
Central African Republic,CAF,"Gross enrolment ratio, primary and secondary, male (%)",,64.9235000610352,64.7502899169922,,
Central African Republic,CAF,"Gross enrolment ratio, primary to tertiary, female (%)",,,34.8407592773438,,
Central African Republic,CAF,"Gross enrolment ratio, primary to tertiary, male (%)",,,50.266429901123,,
Central African Republic,CAF,"Gross enrolment ratio, primary, female (%)",76.4050674438477,77.9397964477539,79.7734680175781,,
Central African Republic,CAF,"Gross enrolment ratio, primary, male (%)",107.41015625,107.424621582031,107.319267272949,,
Central African Republic,CAF,"Gross enrolment ratio, secondary, female (%)",,12.6290502548218,11.8121004104614,,
Central African Republic,CAF,"Gross enrolment ratio, secondary, male (%)",,22.9483203887939,23.0374603271484,,
Central African Republic,CAF,"Gross enrolment ratio, tertiary, female (%)",1.24085998535156,,1.47616004943848,,
Central African Republic,CAF,"Gross enrolment ratio, tertiary, male (%)",3.90514993667603,,4.10168981552124,,
Central African Republic,CAF,"Gross enrolment ratio, upper secondary, female (%)",,7.03638982772827,6.68654012680054,,
Central African Republic,CAF,"Gross enrolment ratio, upper secondary, male (%)",,11.2414999008179,11.5401000976563,,
Central African Republic,CAF,"Literacy rate, population 25-64 years, both sexes (%)",37.02668,,,,
Central African Republic,CAF,"Literacy rate, population 25-64 years, female (%)",23.1835,,,,
Central African Republic,CAF,"Literacy rate, population 25-64 years, male (%)",51.31288,,,,
Chad,TCD,GDP per capita (current US$),896.569734113861,989.236363298336,973.470257398779,986.010317729048,1025.99851471508
Chad,TCD,"GDP, PPP (current international $)",22422247379.3592,22904148162.6154,25398008886.9034,27279255628.699,29683613951.7693
Chad,TCD,GNI (current US$),10302348837.1154,11840612880.0098,12068380777.4357,12358809003.3196,13318860875.9847
Chad,TCD,"GNI per capita, Atlas method (current US$)",910.0,890.0,960.0,980.0,980.0
Chad,TCD,"GNI per capita, PPP (current international $)",1820.0,1820.0,1950.0,1980.0,2090.0
Chad,TCD,"GNI, PPP (current international $)",21674629067.5024,22309202431.6998,24782590694.6897,26034201097.9971,28397183257.9316
Chad,TCD,Government expenditure in educational institutions as % of GDP (%),,2.06792998313904,,2.85070991516113,
Chad,TCD,"Gross enrolment ratio, lower secondary, female (%)",16.4955005645752,17.0906600952148,17.2258205413818,,
Chad,TCD,"Gross enrolment ratio, lower secondary, male (%)",36.6815986633301,35.8949394226074,34.7380218505859,,
Chad,TCD,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",0.668560028076172,0.690550029277802,,,
Chad,TCD,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",2.42020988464355,2.1363799571991,,,
Chad,TCD,"Gross enrolment ratio, pre-primary, female (%)",1.63753998279572,1.64227998256683,1.40541005134583,0.761659979820251,
Chad,TCD,"Gross enrolment ratio, pre-primary, male (%)",1.77574002742767,1.86145997047424,1.49644005298615,0.848659992218018,
Chad,TCD,"Gross enrolment ratio, primary and lower secondary, female (%)",50.9433708190918,55.527458190918,58.3212814331055,,
Chad,TCD,"Gross enrolment ratio, primary and lower secondary, male (%)",74.3800888061523,78.4788589477539,80.9450073242188,,
Chad,TCD,"Gross enrolment ratio, primary and secondary, female (%)",43.0121803283691,46.8048515319824,48.9959907531738,,
Chad,TCD,"Gross enrolment ratio, primary and secondary, male (%)",64.9675674438477,68.6329879760742,70.2691192626953,,
Chad,TCD,"Gross enrolment ratio, primary to tertiary, female (%)",34.1834983825684,37.1785697937012,,,
Chad,TCD,"Gross enrolment ratio, primary to tertiary, male (%)",52.2688789367676,55.0942001342773,,,
Chad,TCD,"Gross enrolment ratio, primary, female (%)",69.9307022094727,76.8891677856445,81.206932067871,87.9662933349609,
Chad,TCD,"Gross enrolment ratio, primary, male (%)",95.1001281738281,102.068916320801,106.584007263184,114.619277954102,
Chad,TCD,"Gross enrolment ratio, secondary, female (%)",13.4388303756714,14.051420211792,14.0303897857666,,
Chad,TCD,"Gross enrolment ratio, secondary, male (%)",31.7595901489258,32.0986595153809,30.6767292022705,,
Chad,TCD,"Gross enrolment ratio, tertiary, female (%)",0.623239994049072,0.854290008544922,,,1.13300001621246
Chad,TCD,"Gross enrolment ratio, tertiary, male (%)",3.56377005577087,3.57384991645812,,,5.73936986923218
Chad,TCD,"Gross enrolment ratio, upper secondary, female (%)",8.74629020690917,9.39500999450684,9.14603042602539,9.55440998077393,
Chad,TCD,"Gross enrolment ratio, upper secondary, male (%)",24.1980094909668,26.2767906188965,24.45751953125,25.7115306854248,
Chad,TCD,"Literacy rate, population 25-64 years, both sexes (%)",,,,,
Chad,TCD,"Literacy rate, population 25-64 years, female (%)",,,,,
Chad,TCD,"Literacy rate, population 25-64 years, male (%)",,,,,
Channel Islands,CHI,GDP per capita (current US$),,,,,
Channel Islands,CHI,"GDP, PPP (current international $)",,,,,
Channel Islands,CHI,GNI (current US$),,,,,
Channel Islands,CHI,"GNI per capita, Atlas method (current US$)",,,,,
Channel Islands,CHI,"GNI per capita, PPP (current international $)",,,,,
Channel Islands,CHI,"GNI, PPP (current international $)",,,,,
Channel Islands,CHI,Government expenditure in educational institutions as % of GDP (%),,,,,
Channel Islands,CHI,"Gross enrolment ratio, lower secondary, female (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, lower secondary, male (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, pre-primary, female (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, pre-primary, male (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, primary and lower secondary, female (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, primary and lower secondary, male (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, primary and secondary, female (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, primary and secondary, male (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, primary to tertiary, female (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, primary to tertiary, male (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, primary, female (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, primary, male (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, secondary, female (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, secondary, male (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, tertiary, female (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, tertiary, male (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, upper secondary, female (%)",,,,,
Channel Islands,CHI,"Gross enrolment ratio, upper secondary, male (%)",,,,,
Channel Islands,CHI,"Literacy rate, population 25-64 years, both sexes (%)",,,,,
Channel Islands,CHI,"Literacy rate, population 25-64 years, female (%)",,,,,
Channel Islands,CHI,"Literacy rate, population 25-64 years, male (%)",,,,,
Chile,CHL,GDP per capita (current US$),12860.1776447469,14705.6924209903,15431.9029324117,15941.3972192328,14817.3777768495
Chile,CHL,"GDP, PPP (current international $)",311943196570.633,350575241993.673,374241571983.029,394291936706.7,406567577943.295
Chile,CHL,GNI (current US$),203015689275.554,236819236005.934,254285286444.442,266206524932.525,251891461025.367
Chile,CHL,"GNI per capita, Atlas method (current US$)",10780.0,12380.0,14410.0,15360.0,15140.0
Chile,CHL,"GNI per capita, PPP (current international $)",17050.0,19190.0,20580.0,21590.0,22280.0
Chile,CHL,"GNI, PPP (current international $)",289787099347.668,329127077663.858,356256734034.513,377043798635.261,392393516487.076
Chile,CHL,Government expenditure in educational institutions as % of GDP (%),3.76523995399475,3.69308996200562,4.18860006332397,4.18496990203857,
Chile,CHL,"Gross enrolment ratio, lower secondary, female (%)",100.777168273926,99.4422225952148,98.7785110473633,102.775680541992,103.092918395996
Chile,CHL,"Gross enrolment ratio, lower secondary, male (%)",101.43196105957,99.3523864746094,98.2073287963867,104.101249694824,104.724311828613
Chile,CHL,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,,
Chile,CHL,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,
Chile,CHL,"Gross enrolment ratio, pre-primary, female (%)",104.803573608398,111.370491027832,114.258636474609,80.8511199951172,84.5569763183594
Chile,CHL,"Gross enrolment ratio, pre-primary, male (%)",108.964736938477,114.916877746582,117.440200805664,83.3111877441406,86.621208190918
Chile,CHL,"Gross enrolment ratio, primary and lower secondary, female (%)",101.364761352539,100.145408630371,99.6577682495117,99.5864105224609,99.9384918212891
Chile,CHL,"Gross enrolment ratio, primary and lower secondary, male (%)",104.039108276367,102.761299133301,102.084320068359,102.41796875,102.807579040527
Chile,CHL,"Gross enrolment ratio, primary and secondary, female (%)",98.6828536987305,97.773078918457,96.5260314941406,99.9197692871094,100.06127166748
Chile,CHL,"Gross enrolment ratio, primary and secondary, male (%)",98.8696823120117,97.9248962402344,96.3338165283203,100.71932220459,100.850769042969
Chile,CHL,"Gross enrolment ratio, primary to tertiary, female (%)",90.4213104248047,91.8501205444336,92.7097473144531,96.4673919677734,97.6113586425781
Chile,CHL,"Gross enrolment ratio, primary to tertiary, male (%)",88.9064483642578,89.5377197265625,89.4965286254883,93.8099517822266,94.6357192993164
Chile,CHL,"Gross enrolment ratio, primary, female (%)",101.569061279297,100.38916015625,99.9620132446289,98.4847183227539,98.8515319824219
Chile,CHL,"Gross enrolment ratio, primary, male (%)",104.945953369141,103.945037841797,103.430030822754,101.834228515625,102.144653320313
Chile,CHL,"Gross enrolment ratio, secondary, female (%)",95.988670349121,95.3242111206055,93.2989807128906,101.272750854492,101.206428527832
Chile,CHL,"Gross enrolment ratio, secondary, male (%)",93.2064208984375,92.3077774047852,89.7033920288085,99.6753768920898,99.6356811523438
Chile,CHL,"Gross enrolment ratio, tertiary, female (%)",72.3255996704102,78.9352416992188,84.4043426513672,88.9598236083984,92.2786102294922
Chile,CHL,"Gross enrolment ratio, tertiary, male (%)",67.1135635375977,71.3036270141602,74.6930923461914,78.9020690917969,81.2527084350585
Chile,CHL,"Gross enrolment ratio, upper secondary, female (%)",93.6876220703125,93.3461380004883,90.6609191894531,100.546882629395,100.293190002441
Chile,CHL,"Gross enrolment ratio, upper secondary, male (%)",89.260643005371,88.9313278198242,85.62158203125,97.5472717285156,97.1877365112305
Chile,CHL,"Literacy rate, population 25-64 years, both sexes (%)",,97.44119,,97.08352,
Chile,CHL,"Literacy rate, population 25-64 years, female (%)",,97.50691,,97.21687,
Chile,CHL,"Literacy rate, population 25-64 years, male (%)",,97.36562,,96.92927,
China,CHN,GDP per capita (current US$),4560.51258600929,5633.7957168394,6337.88332279255,7077.77076539558,7683.50261309118
China,CHN,"GDP, PPP (current international $)",12484966957331.1,13957938676634.1,15331822766014.4,16788028344180.3,18335661531200.1
China,CHN,GNI (current US$),6074548591678.36,7502177209456.01,8540729725675.27,9529397270215.31,10495671705798.1
China,CHN,"GNI per capita, Atlas method (current US$)",4340.0,5060.0,5940.0,6800.0,7520.0
China,CHN,"GNI per capita, PPP (current international $)",9290.0,10290.0,11320.0,12270.0,13460.0
China,CHN,"GNI, PPP (current international $)",12431610618329.8,13828218549059.2,15296329736060.8,16652030124085.0,18358925052585.9
China,CHN,Government expenditure in educational institutions as % of GDP (%),,,,,
China,CHN,"Gross enrolment ratio, lower secondary, female (%)",103.653106689453,107.8349609375,109.386810302734,107.54141998291,100.93253326416
China,CHN,"Gross enrolment ratio, lower secondary, male (%)",102.555107116699,106.816436767578,108.338363647461,106.177101135254,99.9135818481445
China,CHN,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",0.898710012435913,0.793359994888306,0.670040011405945,3.20205998420715,5.4219799041748
China,CHN,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",0.816250026226044,0.82134997844696,0.694549977779388,3.37777996063232,7.76471996307373
China,CHN,"Gross enrolment ratio, pre-primary, female (%)",55.8654594421387,62.7306289672852,72.6794204711914,78.093391418457,81.702751159668
China,CHN,"Gross enrolment ratio, pre-primary, male (%)",58.6007804870605,64.7362899780273,72.8809127807617,77.5351791381835,81.5323028564453
China,CHN,"Gross enrolment ratio, primary and lower secondary, female (%)",108.620529174805,109.231918334961,109.479133605957,108.290969848633,102.995010375977
China,CHN,"Gross enrolment ratio, primary and lower secondary, male (%)",109.312187194824,109.826286315918,109.818023681641,107.926681518555,102.55403137207
China,CHN,"Gross enrolment ratio, primary and secondary, female (%)",96.3488311767578,98.5022430419922,100.422416687012,102.656257629395,99.6477279663086
China,CHN,"Gross enrolment ratio, primary and secondary, male (%)",97.3802490234375,99.2034301757813,100.620239257813,101.902069091797,98.5498199462891
China,CHN,"Gross enrolment ratio, primary to tertiary, female (%)",68.4804382324219,70.1851272583008,72.7252578735352,76.2093887329102,78.9589233398438
China,CHN,"Gross enrolment ratio, primary to tertiary, male (%)",69.1542510986328,70.3919830322266,72.3391571044922,74.8481521606445,76.6630325317383
China,CHN,"Gross enrolment ratio, primary, female (%)",111.572616577148,110.004463195801,109.527198791504,108.667297363281,104.012321472168
China,CHN,"Gross enrolment ratio, primary, male (%)",113.260757446289,111.461967468262,110.57559967041,108.791557312012,103.838493347168
China,CHN,"Gross enrolment ratio, secondary, female (%)",84.7852630615234,89.1519927978516,92.5318908691406,97.1431121826172,95.4448928833008
China,CHN,"Gross enrolment ratio, secondary, male (%)",85.0425109863281,89.0120697021484,91.7987594604492,95.4456634521484,93.3531112670898
China,CHN,"Gross enrolment ratio, tertiary, female (%)",24.8294296264648,26.1015396118164,28.7470092773438,32.2190093994141,42.5335884094238
China,CHN,"Gross enrolment ratio, tertiary, male (%)",23.136209487915,23.7476406097412,25.7626209259033,28.3025894165039,36.5656700134277
China,CHN,"Gross enrolment ratio, upper secondary, female (%)",69.260009765625,73.893928527832,78.6703186035156,88.2680511474609,90.4805374145508
China,CHN,"Gross enrolment ratio, upper secondary, male (%)",70.4810180664063,74.338623046875,78.0637435913085,86.1831817626953,87.3457107543945
China,CHN,"Literacy rate, population 25-64 years, both sexes (%)",97.07986,,,,
China,CHN,"Literacy rate, population 25-64 years, female (%)",95.6095,,,,
China,CHN,"Literacy rate, population 25-64 years, male (%)",98.49897,,,,
Colombia,COL,GDP per capita (current US$),6250.65492574579,7227.73979734658,7884.98437480658,8030.5859140752,7913.38324203845
Colombia,COL,"GDP, PPP (current international $)",490405414019.866,533512971123.156,565312941430.359,602441503586.977,640170132016.063
Colombia,COL,GNI (current US$),275788739362.923,319920824980.574,354647030186.885,365961957431.93,365671063488.393
Colombia,COL,"GNI per capita, Atlas method (current US$)",5540.0,6180.0,7140.0,7760.0,7970.0
Colombia,COL,"GNI per capita, PPP (current international $)",10260.0,10970.0,11570.0,12250.0,12950.0
Colombia,COL,"GNI, PPP (current international $)",471218552389.711,508867603845.502,542354378836.562,579893168702.488,618969724605.483
Colombia,COL,Government expenditure in educational institutions as % of GDP (%),4.43963003158569,4.24277019500732,4.18368005752563,4.69677019119263,4.18991994857788
Colombia,COL,"Gross enrolment ratio, lower secondary, female (%)",115.611328125,116.369438171387,112.066337585449,110.963027954102,108.947471618652
Colombia,COL,"Gross enrolment ratio, lower secondary, male (%)",108.673973083496,110.712387084961,106.903602600098,106.632942199707,104.929588317871
Colombia,COL,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,0.856610000133514,0.917100012302399
Colombia,COL,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,0.249840006232262,0.254900008440018
Colombia,COL,"Gross enrolment ratio, pre-primary, female (%)",53.6523818969727,54.6849708557129,,,
Colombia,COL,"Gross enrolment ratio, pre-primary, male (%)",53.8586807250977,54.7685890197754,,,
Colombia,COL,"Gross enrolment ratio, primary and lower secondary, female (%)",119.772018432617,117.467781066895,113.420822143555,113.183647155762,110.484367370605
Colombia,COL,"Gross enrolment ratio, primary and lower secondary, male (%)",117.957717895508,117.321762084961,113.360092163086,113.028350830078,110.836761474609
Colombia,COL,"Gross enrolment ratio, primary and secondary, female (%)",114.219360351563,112.918998718262,108.867980957031,109.161041259766,106.711357116699
Colombia,COL,"Gross enrolment ratio, primary and secondary, male (%)",109.992721557617,109.9580078125,106.033271789551,106.295127868652,104.336059570313
Colombia,COL,"Gross enrolment ratio, primary to tertiary, female (%)",90.8806991577148,91.2911682128906,89.6363220214844,91.4584121704102,90.2659606933594
Colombia,COL,"Gross enrolment ratio, primary to tertiary, male (%)",86.9666137695313,88.0979614257813,86.0282592773438,87.3249282836914,86.4005508422852
Colombia,COL,"Gross enrolment ratio, primary, female (%)",123.114547729492,118.346549987793,114.507141113281,114.979598999023,111.742362976074
Colombia,COL,"Gross enrolment ratio, primary, male (%)",125.40714263916,122.602439880371,118.53148651123,118.19554901123,115.66918182373
Colombia,COL,"Gross enrolment ratio, secondary, female (%)",106.916343688965,108.434173583984,104.201026916504,104.364952087402,102.604072570801
Colombia,COL,"Gross enrolment ratio, secondary, male (%)",97.316162109375,99.4876708984375,95.6675109863281,96.4676818847656,95.0714416503906
Colombia,COL,"Gross enrolment ratio, tertiary, female (%)",41.2876205444336,45.5834884643555,49.0668792724609,53.5589599609375,57.1453514099121
Colombia,COL,"Gross enrolment ratio, tertiary, male (%)",37.5887794494629,41.4870185852051,43.453441619873,46.7571296691895,49.5356483459473
Colombia,COL,"Gross enrolment ratio, upper secondary, female (%)",90.0703430175781,92.9526901245117,88.6757965087891,91.1702499389648,89.8271865844727
Colombia,COL,"Gross enrolment ratio, upper secondary, male (%)",75.2791290283203,77.5429763793945,73.4330673217773,76.087028503418,75.1691970825195
Colombia,COL,"Literacy rate, population 25-64 years, both sexes (%)",94.03302,94.09822,,,94.85678
Colombia,COL,"Literacy rate, population 25-64 years, female (%)",94.4008,94.37653,,,95.38394
Colombia,COL,"Literacy rate, population 25-64 years, male (%)",93.63615,93.79777,,,94.29189
Comoros,COM,GDP per capita (current US$),769.174288260466,829.758688479073,788.632652955229,834.341094890303,852.954307862846
Comoros,COM,"GDP, PPP (current international $)",954485238.55446,999520790.689932,1048470452.30015,1102692440.71349,1145575066.2002
Comoros,COM,GNI (current US$),529642819.376619,585497943.203133,569173177.537997,618882119.999935,649231293.859897
Comoros,COM,"GNI per capita, Atlas method (current US$)",790.0,800.0,810.0,830.0,830.0
Comoros,COM,"GNI per capita, PPP (current international $)",1380.0,1410.0,1440.0,1490.0,1510.0
Comoros,COM,"GNI, PPP (current international $)",952954923.43843,998184491.344276,1045361468.93825,1103081352.09122,1148246727.82158
Comoros,COM,Government expenditure in educational institutions as % of GDP (%),,5.10933017730713,5.07111978530884,,
Comoros,COM,"Gross enrolment ratio, lower secondary, female (%)",,52.7268218994141,,66.8535614013672,67.7845764160156
Comoros,COM,"Gross enrolment ratio, lower secondary, male (%)",,52.1284599304199,,64.2682266235352,64.5410385131835
Comoros,COM,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,,
Comoros,COM,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,
Comoros,COM,"Gross enrolment ratio, pre-primary, female (%)",,,,23.6584701538086,21.2359790802002
Comoros,COM,"Gross enrolment ratio, pre-primary, male (%)",,,,22.4810695648193,19.7956504821777
Comoros,COM,"Gross enrolment ratio, primary and lower secondary, female (%)",,80.7242126464844,,88.9739990234375,
Comoros,COM,"Gross enrolment ratio, primary and lower secondary, male (%)",,91.6162872314453,,91.9713821411133,
Comoros,COM,"Gross enrolment ratio, primary and secondary, female (%)",,,,81.2422637939453,
Comoros,COM,"Gross enrolment ratio, primary and secondary, male (%)",,,,83.3006134033203,
Comoros,COM,"Gross enrolment ratio, primary to tertiary, female (%)",,,,63.71826171875,
Comoros,COM,"Gross enrolment ratio, primary to tertiary, male (%)",,,,65.6324005126953,
Comoros,COM,"Gross enrolment ratio, primary, female (%)",,97.3562088012695,,102.049026489258,99.4593887329102
Comoros,COM,"Gross enrolment ratio, primary, male (%)",,115.069618225098,,108.341941833496,106.756103515625
Comoros,COM,"Gross enrolment ratio, secondary, female (%)",,,,60.4469795227051,62.3778800964355
Comoros,COM,"Gross enrolment ratio, secondary, male (%)",,,,58.2541007995605,58.3894004821777
Comoros,COM,"Gross enrolment ratio, tertiary, female (%)",4.85551977157593,6.95063018798828,7.96868991851807,8.05681037902832,7.98951005935669
Comoros,COM,"Gross enrolment ratio, tertiary, male (%)",6.52080011367798,8.84057998657227,9.21294021606445,9.29012966156006,9.83948040008544
Comoros,COM,"Gross enrolment ratio, upper secondary, female (%)",,,,51.1988182067871,54.5671997070313
Comoros,COM,"Gross enrolment ratio, upper secondary, male (%)",,,,49.5619583129883,49.4956207275391
Comoros,COM,"Literacy rate, population 25-64 years, both sexes (%)",,,42.42717,,
Comoros,COM,"Literacy rate, population 25-64 years, female (%)",,,33.34225,,
Comoros,COM,"Literacy rate, population 25-64 years, male (%)",,,52.71296,,
"Congo, Dem. Rep.",COD,GDP per capita (current US$),318.075751596552,357.483493772145,398.140694830982,420.87049003093,461.56808529415
"Congo, Dem. Rep.",COD,"GDP, PPP (current international $)",38525355485.9947,42019985292.7179,45857150581.808,50560187760.0503,56359733042.6111
"Congo, Dem. Rep.",COD,GNI (current US$),19612504707.7348,22552565170.5459,25867037185.7561,27204389010.6554,30987419332.5546
"Congo, Dem. Rep.",COD,"GNI per capita, Atlas method (current US$)",,,350.0,370.0,410.0
"Congo, Dem. Rep.",COD,"GNI per capita, PPP (current international $)",570.0,600.0,630.0,640.0,700.0
"Congo, Dem. Rep.",COD,"GNI, PPP (current international $)",36815680436.1621,39735757048.339,43191898215.8426,45826005367.489,51323514655.3819
"Congo, Dem. Rep.",COD,Government expenditure in educational institutions as % of GDP (%),1.60243999958038,,,2.24468994140625,
"Congo, Dem. Rep.",COD,"Gross enrolment ratio, lower secondary, female (%)",39.056999206543,,41.0471992492676,42.2714881896973,43.8177490234375
"Congo, Dem. Rep.",COD,"Gross enrolment ratio, lower secondary, male (%)",59.853199005127,,61.8626518249512,61.3709411621094,67.3426284790039
"Congo, Dem. Rep.",COD,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,,
"Congo, Dem. Rep.",COD,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,
